order,batch,pathway_id,pathway_name,trial,disease,group,node_ref,element_type,slot,mods,mode,flags,assertion_id,assertion_class,schedule_bearing,source_value,source_used,source_depth,locator,date_consulted,library_value,classification,note
19,2,prodige24,"Pancreatic: surgery, adjuvant mFOLFIRINOX",PRODIGE 24,gi,Pancreas,n3,phase,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,prodige24:n3:frequency_text,frequency_text,N,,,,,,,,
19,2,prodige24,"Pancreatic: surgery, adjuvant mFOLFIRINOX",PRODIGE 24,gi,Pancreas,pathway,pathway,Sequence of steps,,,,prodige24:pathway:sequence,sequence,N,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n0,phase,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,opra:n0:agents,agents,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n0,phase,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,opra:n0:duration,duration,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n1,phase,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,opra:n1:agents,agents,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n1,phase,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,opra:n1:cycle_length,cycle_length,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n1,phase,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,opra:n1:n_cycles,n_cycles,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n1,phase,Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,opra:n1:visit_days,visit_days,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n2,interval,Interval: Recovery and restaging,,,,opra:n2:interval_duration,interval_duration,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n3,decision,Decision 1,,,,opra:n3:decision_condition,decision_condition,N,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n3,decision,Decision 1,,,,opra:n3:branch_set,branch_set,N,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n3.b0.n0,phase,Phase 3 (Surveillance; ongoing) [branch: No tumor found (complete response)],Surveillance,ongoing,open-ended,opra:n3.b0.n0:agents,agents,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n3.b0.n0,phase,Phase 3 (Surveillance; ongoing) [branch: No tumor found (complete response)],Surveillance,ongoing,open-ended,opra:n3.b0.n0:frequency_text,frequency_text,N,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n3.b1.n0,procedure,Procedure (Surgery) [branch: Tumor still present],Surgery,,,opra:n3.b1.n0:procedure_identity,procedure_identity,N,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,n3.b1.n1,interval,Interval: Healing after surgery [branch: Tumor still present],,,,opra:n3.b1.n1:interval_duration,interval_duration,Y,,,,,,,,
20,2,opra,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",OPRA,gi,Rectal,pathway,pathway,Sequence of steps,,,,opra:pathway:sequence,sequence,N,,,,,,,,
